URL|BBQ grill & tables - IKEA
20|https://www.ikea.com/ca/en/p/silveran-hamnviken-bathroom-furniture-set-of-5-white-runskaer-faucet-s99304620/
21|https://www.ikea.com/ca/en/p/godmorgon-tolken-kattevik-bathroom-furniture-set-of-5-brown-stained-ash-effect-marble-effect-brogrund-faucet-s59336675/
22|https://www.ikea.com/ca/en/p/godmorgon-odensvik-bathroom-furniture-set-of-4-black-brown-dalskaer-faucet-s39304388/
23|https://www.ikea.com/ca/en/p/godmorgon-raettviken-bathroom-furniture-set-of-4-kasjoen-dark-gray-hamnskaer-faucet-s99304390/
24|https://www.ikea.com/ca/en/p/hemnes-odensvik-bathroom-furniture-set-of-5-white-voxnan-faucet-s59315164/

URL|Bathroom Accessories & Decor - IKEA
1|https://www.ikea.com/ca/en/p/skoghall-hook-self-adhesive-chrome-plated-30207075/
2|https://www.ikea.com/ca/en/p/bolmen-toilet-brush-holder-black-60159520/
3|https://www.ikea.com/ca/en/p/ekoln-soap-dispenser-dark-gray-40441619/
4|https://www.ikea.com/ca/en/p/tackan-soap-dispenser-white-90322303/
5|https://www.ikea.com/ca/en/p/saxborga-jar-with-lid-and-tray-set-of-5-glass-cork-40391879/
6|https://www.ikea.com/ca/en/p/toftan-toilet-brush-gray-80349505/
7|https://www.ikea.com/ca/en/p/brogrund-corner-wall-shelf-unit-stainless-steel-30408979/
8|https://www.ikea.com/ca/en/p/jaell-laundry-bag-with-stand-white-70118968/
9|https://www.ikea.com/ca/en/p/brogrund-toilet-roll-holder-stainless-steel-00328540/
10|https://www.ikea.com/ca/en/p/godmorgon-box-with-lid-set-of-5-smoked-50400270/
11|https://www.ikea.com/ca/en/p/tisken-basket-with-suction-cup-white-40381253/
12|https://www.ikea.com/ca/en/p/godmorgon-box-with-compartments-smoked-10400267/
13|https://www.ikea.com/ca/en/p/tisken-soap-dish-with-suction-cup-white-90381284/
14|https://www.ikea.com/ca/en/p/branaes-laundry-basket-with-lining-rattan-20214731/
15|https://www.ikea.com/ca/en/p/brogrund-towel-rail-stainless-steel-30328534/
16|https://www.ikea.com/ca/en/p/tisken-corner-basket-with-suction-cup-white-20400304/
17|https://www.ikea.com/ca/en/p/tisken-hook-with-suction-cup-white-70381275/
18|https://www.ikea.com/ca/en/p/baren-toilet-brush-stainless-steel-94528885/
19|https://www.ikea.com/ca/en/p/voxnan-soap-dispenser-chrome-effect-20328978/
20|https://www.ikea.com/ca/en/p/ekoln-toilet-brush-green-10423773/
21|https://www.ikea.com/ca/en/p/dragan-soap-dispenser-bamboo-90271493/
22|https://www.ikea.com/ca/en/p/saxborga-storage-box-with-mirrored-lid-plastic-cork-80391882/
23|https://www.ikea.com/ca/en/p/enudden-toilet-brush-white-30197260/
24|https://www.ikea.com/ca/en/p/brogrund-hook-stainless-steel-60328542/

URL|Bathroom & Vanity Mirrors - IKEA
1|https://www.ikea.com/ca/en/p/lindbyn-mirror-black-50458614/
2|https://www.ikea.com/ca/en/p/laerbro-mirror-70444956/
3|https://www.ikea.com/ca/en/p/loensas-mirror-80471534/
4|https://www.ikea.com/ca/en/p/stockholm-mirror-walnut-veneer-30446896/
5|https://www.ikea.com/ca/en/p/stockholm-mirror-ash-veneer-80404479/
6|https://www.ikea.com/ca/en/p/nissedal-mirror-black-50320320/
7|https://www.ikea.com/ca/en/p/rotsund-mirror-white-50362249/
8|https://www.ikea.com/ca/en/p/langesund-mirror-dark-gray-00446628/
9|https://www.ikea.com/ca/en/p/lillangen-mirror-white-50204943/
10|https://www.ikea.com/ca/en/p/langesund-mirror-beige-30446622/
11|https://www.ikea.com/ca/en/p/lillangen-mirror-cabinet-with-2-doors-black-brown-black-brown-00205172/
12|https://www.ikea.com/ca/en/p/lindbyn-mirror-black-30458610/
13|https://www.ikea.com/ca/en/p/storjorm-mirror-with-built-in-light-white-10250084/
14|https://www.ikea.com/ca/en/p/fullen-mirror-with-shelf-60189027/
15|https://www.ikea.com/ca/en/p/lettan-mirror-20435308/
16|https://www.ikea.com/ca/en/p/fraeck-mirror-stainless-steel-38006200/
17|https://www.ikea.com/ca/en/p/nissedal-mirror-black-70320319/
18|https://www.ikea.com/ca/en/p/silveran-mirror-with-shelf-white-50268001/
19|https://www.ikea.com/ca/en/p/lillangen-mirror-cabinet-1-door-2-end-units-white-s69893984/
20|https://www.ikea.com/ca/en/p/lillangen-mirror-cabinet-1-door-1-end-unit-white-gray-s49250511/
21|https://www.ikea.com/ca/en/p/storjorm-mirror-with-built-in-light-white-30250083/
22|https://www.ikea.com/ca/en/p/hemnes-mirror-cabinet-with-2-doors-gray-20348995/
23|https://www.ikea.com/ca/en/p/lillangen-mirror-cabinet-with-1-door-white-80205168/
24|https://www.ikea.com/ca/en/p/godmorgon-mirror-cabinet-with-2-doors-10304355/

URL|Kitchen Appliances - IKEA
1|https://www.ikea.com/ca/en/p/lagan-under-cabinet-range-hood-white-30466002/
2|https://www.ikea.com/ca/en/p/vinstgivande-wall-mounted-range-hood-stainless-steel-50466001/
3|https://www.ikea.com/ca/en/p/genomdriva-under-cabinet-range-hood-stainless-steel-30462136/
4|https://www.ikea.com/ca/en/p/luftburen-wall-mounted-range-hood-stainless-steel-20462146/
5|https://www.ikea.com/ca/en/p/tillreda-portable-induction-cooktop-white-50422390/
6|https://www.ikea.com/ca/en/p/tillagad-range-with-ceramic-cooktop-stainless-steel-50422347/
7|https://www.ikea.com/ca/en/p/betrodd-bottom-freezer-stainless-steel-80377923/
8|https://www.ikea.com/ca/en/p/lagan-built-in-dishwasher-white-gray-00385804/
9|https://www.ikea.com/ca/en/p/nutid-french-door-refrigerator-stainless-steel-30377925/
10|https://www.ikea.com/ca/en/p/lagan-range-with-ceramic-cooktop-white-50422352/
11|https://www.ikea.com/ca/en/p/undantag-wall-mounted-range-hood-stainless-steel-glass-90462143/
12|https://www.ikea.com/ca/en/p/nutid-microwave-oven-stainless-steel-40345632/
13|https://www.ikea.com/ca/en/p/eldig-4-element-glass-ceramic-cooktop-black-10288690/
14|https://www.ikea.com/ca/en/p/renlig-built-in-dishwasher-gray-stainless-steel-00288921/
15|https://www.ikea.com/ca/en/p/tillreda-refrigerator-white-10343234/
16|https://www.ikea.com/ca/en/p/beroemd-range-with-ceramic-cooktop-stainless-steel-90422350/
17|https://www.ikea.com/ca/en/p/nutid-s25-side-by-side-refrigerator-stainless-steel-90377890/
18|https://www.ikea.com/ca/en/p/betrodd-built-in-dishwasher-stainless-steel-30384817/
19|https://www.ikea.com/ca/en/p/lagan-top-freezer-white-60377924/
20|https://www.ikea.com/ca/en/p/nutid-double-oven-stainless-steel-70288574/
21|https://www.ikea.com/ca/en/p/nutid-self-cleaning-convection-oven-stainless-steel-40288575/
22|https://www.ikea.com/ca/en/p/eventuell-built-in-extractor-hood-stainless-steel-70299563/
23|https://www.ikea.com/ca/en/p/tillagad-range-with-gas-cooktop-stainless-steel-10422349/
24|https://www.ikea.com/ca/en/p/lagan-fridge-with-freezer-compartment-80352630/

URL|Kitchen Cabinets & Cupboards - IKEA
1|https://www.ikea.com/ca/en/p/axstad-2-p-door-corner-base-cabinet-set-dark-gray-30466097/
2|https://www.ikea.com/ca/en/p/axstad-door-dark-gray-50466077/
3|https://www.ikea.com/ca/en/p/varsta-cover-panel-stainless-steel-40419152/
4|https://www.ikea.com/ca/en/p/axstad-glass-door-dark-gray-60466114/
5|https://www.ikea.com/ca/en/p/varsta-drawer-front-stainless-steel-10419158/
6|https://www.ikea.com/ca/en/p/sektion-base-cabinet-with-shelves-2-doors-white-axstad-matt-white-s79370300/
7|https://www.ikea.com/ca/en/p/sektion-base-cabinet-w-3-fronts-4-drawers-white-foervara-bodbyn-gray-s09042232/
8|https://www.ikea.com/ca/en/p/sektion-base-cabinet-for-sink-2-doors-white-askersund-light-ash-effect-s09369932/
9|https://www.ikea.com/ca/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-veddinge-white-s09036448/
10|https://www.ikea.com/ca/en/p/sektion-wall-cabinet-with-2-doors-brown-axstad-dark-gray-s09323487/
11|https://www.ikea.com/ca/en/p/sektion-base-cabinet-frame-white-90265388/
12|https://www.ikea.com/ca/en/p/sektion-corner-base-cabinet-with-carousel-brown-voxtorp-dark-gray-s09343819/
13|https://www.ikea.com/ca/en/p/sektion-base-cabinet-with-shelves-white-bodbyn-gray-s89372761/
14|https://www.ikea.com/ca/en/p/sektion-wall-cabinet-white-axstad-matt-white-s79383661/
15|https://www.ikea.com/ca/en/p/sektion-maximera-base-cabinet-with-3-drawers-white-bodarp-gray-green-s19318720/
16|https://www.ikea.com/ca/en/p/sektion-maximera-high-cab-w-2-drs-3-fronts-5-drawers-white-bodbyn-gray-s59367054/
17|https://www.ikea.com/ca/en/p/sektion-base-cabinet-with-4-drawers-brown-maximera-lerhyttan-black-stained-s99269848/
18|https://www.ikea.com/ca/en/p/sektion-high-cabinet-with-shelves-2-doors-white-hittarp-off-white-s79367048/
19|https://www.ikea.com/ca/en/p/sektion-wall-cabinet-horizontal-brown-bodbyn-dark-green-s29314383/
20|https://www.ikea.com/ca/en/p/sektion-base-cabinet-f-sink-waste-sorting-white-maximera-bodarp-gray-green-s09318570/
21|https://www.ikea.com/ca/en/p/sektion-base-cabinet-w-pull-out-organizers-white-kungsbacka-anthracite-s39214793/
22|https://www.ikea.com/ca/en/p/sektion-maximera-base-cabinet-f-cooktop-w-3drawers-brown-bodbyn-dark-green-s19314171/
23|https://www.ikea.com/ca/en/p/sektion-maximera-base-cabinet-with-pull-out-storage-white-bodarp-gray-green-s19318895/
24|https://www.ikea.com/ca/en/p/vadholma-open-storage-brown-stained-ash-00374344/

URL|Bathroom Taps & Sink Faucets - IKEA
1|https://www.ikea.com/ca/en/p/glypen-bath-faucet-chrome-plated-10457193/
2|https://www.ikea.com/ca/en/p/ensen-bathroom-faucet-chrome-plated-20281382/
3|https://www.ikea.com/ca/en/p/dalskaer-bathroom-faucet-stainless-steel-color-60281304/
4|https://www.ikea.com/ca/en/p/pilkan-bathroom-faucet-chrome-plated-80400339/
5|https://www.ikea.com/ca/en/p/svenskaer-bathroom-faucet-chrome-plated-90299425/
6|https://www.ikea.com/ca/en/p/dalskaer-bathroom-faucet-chrome-plated-20281297/
7|https://www.ikea.com/ca/en/p/runskaer-bath-faucet-with-strainer-chrome-plated-80262125/
8|https://www.ikea.com/ca/en/p/hamnskaer-bathroom-faucet-black-00347218/
9|https://www.ikea.com/ca/en/p/brogrund-faucet-tall-chrome-plated-00343098/
10|https://www.ikea.com/ca/en/p/lillsvan-bathroom-faucet-chrome-plated-10400333/
11|https://www.ikea.com/ca/en/p/olskaer-bath-faucet-chrome-plated-80219033/
12|https://www.ikea.com/ca/en/p/brogrund-bathroom-faucet-chrome-plated-50343086/
13|https://www.ikea.com/ca/en/p/hamnskaer-bathroom-faucet-chrome-plated-80343080/
14|https://www.ikea.com/ca/en/p/voxnan-faucet-tall-chrome-plated-60343062/
15|https://www.ikea.com/ca/en/p/trillingen-connecting-hardware-50340714/
16|https://www.ikea.com/ca/en/p/voxnan-bathroom-faucet-chrome-plated-30343092/

URL|Bathroom Stools & Benches - Stylish Benches & Stools - IKEA
1|https://www.ikea.com/ca/en/p/molger-bench-birch-40241451/
2|https://www.ikea.com/ca/en/p/hemnes-storage-bench-w-towel-rail-4-hooks-white-30396655/
3|https://www.ikea.com/ca/en/p/silveran-storage-bench-white-40274521/
4|https://www.ikea.com/ca/en/p/hemnes-bench-white-50223625/
5|https://www.ikea.com/ca/en/p/vilto-storage-stool-birch-40344449/
6|https://www.ikea.com/ca/en/p/bolmen-step-stool-white-60265163/
7|https://www.ikea.com/ca/en/p/foersiktig-childrens-stool-white-green-60248418/
8|https://www.ikea.com/ca/en/p/ragrund-chair-with-towel-rack-bamboo-90253074/
9|https://www.ikea.com/ca/en/p/vilto-step-stool-birch-60344453/

URL|Headboards - Upholstered & Wood Headboards - IKEA
1|https://www.ikea.com/ca/en/p/korshamn-headboard-nordvalla-dark-beige-90416373/
2|https://www.ikea.com/ca/en/p/korshamn-headboard-djuparp-dark-gray-20416376/
3|https://www.ikea.com/ca/en/p/mathopen-headboard-medium-brown-90360823/
4|https://www.ikea.com/ca/en/p/hornsund-headboard-black-brown-80344683/
5|https://www.ikea.com/ca/en/p/brimnes-headboard-with-storage-compartment-black-30269172/
6|https://www.ikea.com/ca/en/p/eidsberg-headboard-bomstad-dark-brown-10416541/
7|https://www.ikea.com/ca/en/p/brimnes-headboard-with-storage-compartment-gray-30470264/
8|https://www.ikea.com/ca/en/p/nordli-headboard-white-10372976/
9|https://www.ikea.com/ca/en/p/delaktig-headboard-black-80426527/
10|https://www.ikea.com/ca/en/p/delaktig-headboard-rattan-30426539/
11|https://www.ikea.com/ca/en/p/hornsund-headboard-white-stained-00352634/
12|https://www.ikea.com/ca/en/p/mathopen-headboard-black-brown-40344680/
13|https://www.ikea.com/ca/en/p/feiring-bed-frame-with-legs-metal-50448601/
14|https://www.ikea.com/ca/en/p/brimnes-headboard-with-storage-compartment-white-70228716/
15|https://www.ikea.com/ca/en/p/delaktig-fixture-for-headboard-60429471/

URL|Kitchen Countertops - IKEA
1|https://www.ikea.com/ca/en/p/karlby-countertop-oak-veneer-70335207/
2|https://www.ikea.com/ca/en/p/saeljan-countertop-oak-effect-laminate-30439216/
3|https://www.ikea.com/ca/en/p/karlby-countertop-for-kitchen-island-oak-veneer-50297640/
4|https://www.ikea.com/ca/en/p/pinnarp-countertop-walnut-veneer-20467479/
5|https://www.ikea.com/ca/en/p/ekbacken-countertop-white-marble-effect-laminate-40335628/
6|https://www.ikea.com/ca/en/p/karlby-countertop-walnut-veneer-70335212/
7|https://www.ikea.com/ca/en/p/haellestad-countertop-double-sided-white-aluminum-effect-aluminum-effect-metal-effect-edge-with-metal-effect-edge-laminate-60264366/
8|https://www.ikea.com/ca/en/p/ekbacken-countertop-ash-effect-laminate-10337624/
9|https://www.ikea.com/ca/en/p/lilltraesk-countertop-white-laminate-30280829/
10|https://www.ikea.com/ca/en/p/ekbacken-countertop-light-gray-concrete-effect-laminate-60395447/
11|https://www.ikea.com/ca/en/p/saeljan-countertop-beige-stone-effect-laminate-50439135/
12|https://www.ikea.com/ca/en/p/saeljan-countertop-black-mineral-effect-laminate-10274985/
13|https://www.ikea.com/ca/en/p/ekbacken-countertop-matte-anthracite-laminate-10409022/
14|https://www.ikea.com/ca/en/p/karlby-countertop-birch-veneer-90335206/
15|https://www.ikea.com/ca/en/p/saeljan-countertop-light-gray-mineral-effect-laminate-40397211/
16|https://www.ikea.com/ca/en/p/ekbacken-countertop-dark-gray-marble-effect-marble-effect-laminate-laminate-50397178/
17|https://www.ikea.com/ca/en/p/saeljan-countertop-white-stone-effect-laminate-90276612/
18|https://www.ikea.com/ca/en/p/barkaboda-countertop-walnut-veneer-90331473/
19|https://www.ikea.com/ca/en/p/moellekulla-countertop-oak-veneer-00301135/
20|https://www.ikea.com/ca/en/p/ekbacken-countertop-matte-beige-patterned-laminate-20397194/
21|https://www.ikea.com/ca/en/p/skogsa-countertop-oak-veneer-90382995/
22|https://www.ikea.com/ca/en/p/fixa-countertop-support-fixture-galvanized-70274628/
23|https://www.ikea.com/ca/en/p/pinnarp-countertop-ash-veneer-50372314/
24|https://www.ikea.com/ca/en/p/fixa-diffusion-barrier-chrome-plated-04375085/

URL|Bathroom Storage - IKEA
1|https://www.ikea.com/ca/en/p/vesken-cart-white-00471222/
2|https://www.ikea.com/ca/en/p/vesken-corner-shelf-unit-white-70471092/
3|https://www.ikea.com/ca/en/p/raskog-utility-cart-gray-green-90443135/
4|https://www.ikea.com/ca/en/p/hornavan-cart-white-70243873/
5|https://www.ikea.com/ca/en/p/hemnes-bathroom-shelf-unit-white-90400447/
6|https://www.ikea.com/ca/en/p/vesken-shelf-unit-white-40307866/
7|https://www.ikea.com/ca/en/p/lillangen-high-cabinet-white-60240672/
8|https://www.ikea.com/ca/en/p/molger-open-storage-white-90478059/
9|https://www.ikea.com/ca/en/p/lillangen-wall-cabinet-with-1-door-white-10396637/
10|https://www.ikea.com/ca/en/p/godmorgon-box-with-lid-set-of-5-smoked-50400270/
11|https://www.ikea.com/ca/en/p/lillangen-wall-cabinet-white-40240791/
12|https://www.ikea.com/ca/en/p/dynan-wall-shelf-white-60323648/
13|https://www.ikea.com/ca/en/p/molger-shelf-unit-birch-20154591/
14|https://www.ikea.com/ca/en/p/vilto-towel-stand-birch-00344451/
15|https://www.ikea.com/ca/en/p/dynan-open-storage-white-10318178/
16|https://www.ikea.com/ca/en/p/godmorgon-high-cabinet-brown-stained-ash-effect-40457851/
17|https://www.ikea.com/ca/en/p/saxborga-jar-with-lid-and-tray-set-of-5-glass-cork-40391879/
18|https://www.ikea.com/ca/en/p/vilto-shelf-unit-birch-90344456/
19|https://www.ikea.com/ca/en/p/hemnes-corner-cabinet-white-60418401/
20|https://www.ikea.com/ca/en/p/hyllis-shelf-unit-indoor-outdoor-30428326/
21|https://www.ikea.com/ca/en/p/godmorgon-box-with-compartments-smoked-10400267/
22|https://www.ikea.com/ca/en/p/hemnes-wall-shelf-white-00396647/
23|https://www.ikea.com/ca/en/p/silveran-high-cabinet-with-2-doors-white-60264012/
24|https://www.ikea.com/ca/en/p/silveran-storage-bench-white-40274521/

URL|Bathroom Mats, Towels, Curtains & Rugs - IKEA
1|https://www.ikea.com/ca/en/p/kornan-washcloth-gray-00451120/
2|https://www.ikea.com/ca/en/p/traetten-hair-towel-wrap-dark-gray-white-90477125/
3|https://www.ikea.com/ca/en/p/sommarmalva-shower-curtain-white-dark-gray-20448075/
4|https://www.ikea.com/ca/en/p/kornan-hand-towel-light-blue-90451130/
5|https://www.ikea.com/ca/en/p/himlean-bath-towel-yellow-marled-60442873/
6|https://www.ikea.com/ca/en/p/toftbo-bath-mat-gray-white-marled-90422251/
7|https://www.ikea.com/ca/en/p/fintsen-bath-mat-white-90443705/
8|https://www.ikea.com/ca/en/p/bjaersen-shower-curtain-white-60443702/
9|https://www.ikea.com/ca/en/p/flodalen-bath-towel-gray-10381315/
10|https://www.ikea.com/ca/en/p/alstern-bath-mat-dark-gray-60447347/
11|https://www.ikea.com/ca/en/p/foeljaren-shower-curtain-white-black-gray-30346910/
12|https://www.ikea.com/ca/en/p/naeckten-shower-curtain-transparent-90099501/
13|https://www.ikea.com/ca/en/p/aggersund-shower-curtain-gray-white-00264864/
14|https://www.ikea.com/ca/en/p/krama-washcloth-white-40054538/
15|https://www.ikea.com/ca/en/p/naersen-bath-towel-white-90447355/
16|https://www.ikea.com/ca/en/p/tasjoen-slippers-gray-30446580/
17|https://www.ikea.com/ca/en/p/vagsjoen-bath-towel-dark-gray-30353608/
18|https://www.ikea.com/ca/en/p/vagsjoen-bath-towel-dark-blue-50353607/
19|https://www.ikea.com/ca/en/p/sandbredan-shower-curtain-multicolor-40429622/
20|https://www.ikea.com/ca/en/p/vadsjoen-shower-curtain-dark-gray-30349065/
21|https://www.ikea.com/ca/en/p/ljusoega-shower-curtain-flower-60373412/
22|https://www.ikea.com/ca/en/p/salviken-bath-sheet-anthracite-90349345/
23|https://www.ikea.com/ca/en/p/vagsjoen-washcloth-white-10350998/
24|https://www.ikea.com/ca/en/p/gruckan-bath-towel-multicolor-20465442/

URL|Kitchen Drawer & Cabinet Organizers - IKEA
1|https://www.ikea.com/ca/en/p/hallbar-recycling-solution-with-pull-out-light-gray-s79308803/
2|https://www.ikea.com/ca/en/p/variera-box-gray-50471050/
3|https://www.ikea.com/ca/en/p/hallbar-bin-with-lid-light-gray-90432194/
4|https://www.ikea.com/ca/en/p/hallbar-pull-out-frame-for-recycling-light-gray-20422853/
5|https://www.ikea.com/ca/en/p/knalla-bag-black-white-00473693/
6|https://www.ikea.com/ca/en/p/variera-shelf-insert-white-60136623/
7|https://www.ikea.com/ca/en/p/variera-pot-lid-organizer-stainless-steel-70154800/
8|https://www.ikea.com/ca/en/p/smaecker-flatware-tray-gray-90241788/
9|https://www.ikea.com/ca/en/p/variera-flatware-tray-bamboo-20277441/
10|https://www.ikea.com/ca/en/p/variera-plastic-bag-dispenser-white-80010222/
11|https://www.ikea.com/ca/en/p/variera-cover-cap-white-00226315/
12|https://www.ikea.com/ca/en/p/variera-insert-for-spice-jars-high-gloss-white-00177249/
13|https://www.ikea.com/ca/en/p/variera-shelf-insert-white-80136622/
14|https://www.ikea.com/ca/en/p/maximera-divider-for-high-drawer-white-transparent-50278401/
15|https://www.ikea.com/ca/en/p/utrusta-pull-out-rack-for-cleaning-supplies-80325892/
16|https://www.ikea.com/ca/en/p/variera-flatware-tray-bamboo-70263564/
17|https://www.ikea.com/ca/en/p/utrusta-partition-silver-color-20297104/
18|https://www.ikea.com/ca/en/p/finmald-glass-rack-20406155/
19|https://www.ikea.com/ca/en/p/variera-utensil-knife-tray-bamboo-00263567/
20|https://www.ikea.com/ca/en/p/variera-knife-tray-white-30263523/
21|https://www.ikea.com/ca/en/p/variera-utensil-tray-bamboo-20263566/
22|https://www.ikea.com/ca/en/p/passarp-drawer-mat-gray-10320001/
23|https://www.ikea.com/ca/en/p/variera-box-high-gloss-white-70177255/
24|https://www.ikea.com/ca/en/p/variera-knife-tray-bamboo-40263565/

URL|Modular & Mini Kitchens - IKEA
1|https://www.ikea.com/ca/en/p/knoxhult-corner-kitchen-white-s99393305/
2|https://www.ikea.com/ca/en/p/knoxhult-kitchen-gray-s39393332/
3|https://www.ikea.com/ca/en/p/knoxhult-corner-kitchen-gray-s29393304/
4|https://www.ikea.com/ca/en/p/knoxhult-base-cabinet-with-doors-and-drawer-white-60372262/
5|https://www.ikea.com/ca/en/p/knoxhult-base-cabinet-with-doors-and-drawer-white-00372260/
6|https://www.ikea.com/ca/en/p/knoxhult-kitchen-white-s59393331/
7|https://www.ikea.com/ca/en/p/knoxhult-base-cabinet-with-doors-and-drawer-gray-20372259/
8|https://www.ikea.com/ca/en/p/knoxhult-base-cabinet-with-drawers-white-40372263/
9|https://www.ikea.com/ca/en/p/knoxhult-kitchen-gray-s79393330/
10|https://www.ikea.com/ca/en/p/knoxhult-base-corner-cabinet-white-70372271/
11|https://www.ikea.com/ca/en/p/knoxhult-kitchen-white-s19393333/
12|https://www.ikea.com/ca/en/p/knoxhult-base-cabinet-with-drawers-gray-20372264/
13|https://www.ikea.com/ca/en/p/knoxhult-base-cabinet-with-doors-and-drawer-gray-80372261/
14|https://www.ikea.com/ca/en/p/knoxhult-base-corner-cabinet-gray-50372272/
15|https://www.ikea.com/ca/en/p/sunnersta-mini-kitchen-40313363/
16|https://www.ikea.com/ca/en/p/sunnersta-mini-kitchen-s29393399/
17|https://www.ikea.com/ca/en/p/knoxhult-wall-cabinet-with-door-white-50372267/
18|https://www.ikea.com/ca/en/p/knoxhult-wall-cabinet-with-doors-white-10372269/
19|https://www.ikea.com/ca/en/p/knoxhult-wall-cabinet-with-door-white-90372265/
20|https://www.ikea.com/ca/en/p/knoxhult-wall-cabinet-with-door-gray-30372268/
21|https://www.ikea.com/ca/en/p/knoxhult-wall-cabinet-with-door-gray-70372266/
22|https://www.ikea.com/ca/en/p/knoxhult-wall-cabinet-with-doors-gray-90372270/

URL|Kitchen Cabinet Handles & Knobs - IKEA
1|https://www.ikea.com/ca/en/p/nydala-handle-bronze-color-60405757/
2|https://www.ikea.com/ca/en/p/nydala-knob-bronze-color-40405758/
3|https://www.ikea.com/ca/en/p/kallroer-handle-stainless-steel-50357002/
4|https://www.ikea.com/ca/en/p/eneryda-cup-cabinet-pull-black-50347517/
5|https://www.ikea.com/ca/en/p/orrnaes-handle-stainless-steel-stainless-steel-color-70236151/
6|https://www.ikea.com/ca/en/p/bagganaes-knob-brass-color-00338412/
7|https://www.ikea.com/ca/en/p/bagganaes-handle-black-80338413/
8|https://www.ikea.com/ca/en/p/eneryda-knob-black-80347506/
9|https://www.ikea.com/ca/en/p/hackas-handle-anthracite-30342479/
10|https://www.ikea.com/ca/en/p/eneryda-handle-black-70347516/
11|https://www.ikea.com/ca/en/p/billsbro-handle-white-90334315/
12|https://www.ikea.com/ca/en/p/billsbro-handle-stainless-steel-color-60323592/
13|https://www.ikea.com/ca/en/p/borghamn-handle-20316046/
14|https://www.ikea.com/ca/en/p/hackas-knob-anthracite-80339790/
15|https://www.ikea.com/ca/en/p/oesternaes-leather-handle-tanned-leather-20348896/
16|https://www.ikea.com/ca/en/p/hackas-handle-anthracite-50342478/
17|https://www.ikea.com/ca/en/p/bagganaes-handle-black-60338414/
18|https://www.ikea.com/ca/en/p/kallroer-handle-stainless-steel-10357004/
19|https://www.ikea.com/ca/en/p/nydala-handle-bronze-color-20405759/
20|https://www.ikea.com/ca/en/p/hedra-knob-anthracite-50046152/
21|https://www.ikea.com/ca/en/p/borghamn-handle-40318978/
22|https://www.ikea.com/ca/en/p/moellarp-knob-black-10273090/
23|https://www.ikea.com/ca/en/p/berghalla-handle-gray-60322856/
24|https://www.ikea.com/ca/en/p/edvalla-drop-pull-brass-color-40347886/

URL|Pantry Organization, Shelves & Storage - IKEA
1|https://www.ikea.com/ca/en/p/hyllis-shelf-unit-indoor-outdoor-30428326/
2|https://www.ikea.com/ca/en/p/observatoer-clip-on-basket-gray-brown-20312492/
3|https://www.ikea.com/ca/en/p/omar-1-section-shelving-unit-s69829083/
4|https://www.ikea.com/ca/en/p/observatoer-clip-on-basket-white-90311069/
5|https://www.ikea.com/ca/en/p/kolbjoern-cabinet-indoor-outdoor-beige-20345633/
6|https://www.ikea.com/ca/en/p/hejne-shelf-unit-softwood-s79031414/
7|https://www.ikea.com/ca/en/p/hyllis-shelf-unit-indoor-outdoor-s39318031/
8|https://www.ikea.com/ca/en/p/omar-3-shelf-sections-s69279047/
9|https://www.ikea.com/ca/en/p/kolbjoern-shelving-unit-with-cabinet-beige-s19291645/
10|https://www.ikea.com/ca/en/p/kolbjoern-cabinet-indoor-outdoor-beige-30409295/
11|https://www.ikea.com/ca/en/p/ivar-bottle-rack-gray-40310208/
12|https://www.ikea.com/ca/en/p/hyllis-shelf-unit-with-cover-transparent-s99291745/
13|https://www.ikea.com/ca/en/p/bror-cart-with-closed-storage-black-wood-s49275286/
14|https://www.ikea.com/ca/en/p/omar-2-section-shelving-unit-s89279051/
15|https://www.ikea.com/ca/en/p/billy-bookcase-white-00263850/
16|https://www.ikea.com/ca/en/p/omar-bottle-shelving-unit-galvanized-30069762/
17|https://www.ikea.com/ca/en/p/bror-shelving-unit-black-s89276463/
18|https://www.ikea.com/ca/en/p/kolbjoern-shelving-unit-with-2-cabinets-beige-s19291650/
19|https://www.ikea.com/ca/en/p/hejne-3-section-shelving-unit-softwood-s99031408/
20|https://www.ikea.com/ca/en/p/ivar-shelf-unit-pine-s69251345/
21|https://www.ikea.com/ca/en/p/ivar-shelf-unit-w-table-cabinets-drawers-pine-red-s99303461/
22|https://www.ikea.com/ca/en/p/ivar-shelving-unit-with-drawers-pine-red-s69325902/
23|https://www.ikea.com/ca/en/p/kolbjoern-shelf-unit-indoor-outdoor-beige-60409294/
24|https://www.ikea.com/ca/en/p/kolbjoern-shelf-unit-indoor-outdoor-green-40450350/

URL|Cookware - IKEA
1|https://www.ikea.com/ca/en/p/hemlagad-6-piece-cookware-set-blue-00462878/
2|https://www.ikea.com/ca/en/p/klockren-steamer-insert-stainless-steel-00459277/
3|https://www.ikea.com/ca/en/p/vardagen-casserole-with-lid-cast-iron-00437266/
4|https://www.ikea.com/ca/en/p/vardagen-frying-pan-cast-iron-10437303/
5|https://www.ikea.com/ca/en/p/grilltider-barbecue-smoking-box-stainless-steel-30458403/
6|https://www.ikea.com/ca/en/p/skaenka-6-piece-cookware-set-gray-60149531/
7|https://www.ikea.com/ca/en/p/annons-5-piece-cookware-set-glass-stainless-steel-90207402/
